id,author,pubdate,description,sentimen
980,@BACOTIN123,4/29/24 15:09,Harus di cek KPK nih bea cukai bau bau maling,negatif
981,@juhendirizki3128,4/29/24 14:47,BEA CUKAI bentar lg dapat hikmah,negatif
982,@SR_CHANEL,4/29/24 14:43,Negara terkorup,negatif
983,@yudiarahman5061,4/29/24 14:15,Udah ketauna bobroknya dari pada minta maaf lebih memilih membela diri dan salahkan pihak lain,negatif
984,@andymaulanarais130,4/29/24 14:03,Sukanya nyusahin warga,negatif
985,@aminbt9866,4/29/24 13:37,Isinya maling smua.. Susah...,negatif
986,@CRISTIANORONALDO-uu6tw,4/29/24 13:32,Oh my countryâ€¦â€¦ kok lucu kali ðŸ˜‚,negatif
987,@amenpatih5969,4/29/24 13:19,#DARURATHUKUMMATIKORUPTOR,negatif
988,@candle5655,4/29/24 13:15,harus viral dulu baru di proses hadeh,negatif
989,@rainredfox,4/29/24 12:59,"Boikot Bea Cukai, Rame2 boikot Kepala Bea Cukai",negatif
990,@ekowahyudiefendi7107,4/29/24 12:51,"Ya itu lah hebat nya SriMul, mentri negri lawakan. Pensiun aja buðŸ™Š",negatif
991,@badrunzamani1966,4/29/24 12:48,"Udh meras raktyat yusahin rakyat sbenrya ngapin sih ya percuma gk ada gunaya bea cukai,",negatif
992,@ngurahgaotama1800,4/29/24 12:43,"Horeeee..... Ini baru kualitas Oknum Pegawai Pemerintahan, ... Sangat informatif. ðŸ˜…ðŸ˜…ðŸ˜…",negatif
993,@yudioncom1908,4/29/24 12:32,ðŸ¤£ðŸ¤£ðŸ¤£ ngga kenyang apa cukai . dari pajak roko ..ngga ada pungsinya juga cukai,negatif
994,@yugadewantoro6604,4/29/24 12:23,saya mendukung Uni Emirat Arab yang bebas pajak.. mantep nomer 1 di dunia,negatif
995,@king_the_wildfire1284,4/29/24 12:23,Coba dilakukan pembuktian terbalik harta dari pejabat bea cukai dari atas sampai bawah gue yakin pasti banyak yang masuk penjara,negatif
996,@justhobby4293,4/29/24 12:12,Bea AMPAS..instansi tertolol sejagad nusantara,negatif
997,@Ibe.Gobanz,4/29/24 12:11,Bagong cukai nihh bos senggol dong ðŸ˜‚ emang paling membagongkan yaa ges,negatif
998,@xtbsaefulazhar7771,4/29/24 12:06,Viral dulu baru di tindakðŸ¤£ðŸ¤£,negatif
999,@kukuhpringgo,4/29/24 11:49,"Bullshit, dulu ada yg menang lomba d luar negri pas pialanya d kirim k sini harus bayar belasan juta. Dasar rampok",negatif
1000,@edwardtanjung2135,4/29/24 11:45,Biadab,negatif
1001,@naufalmustofa1199,4/29/24 11:36,Udah dibobol njir cek aja,negatif
1002,@IqbalRazali-qu1io,4/29/24 11:13,Ditahan tukang palak. Harus viral dulu baru lancar.,negatif
1003,@nuralim8403,4/29/24 11:11,"dari dulu bea cukai, tempat nya para maling .",negatif
1004,@muh.dzikrullahajik6153,4/29/24 10:39,Perampok perampokðŸ˜…ðŸ˜…ðŸ˜…,negatif
1005,@gradydave7663,4/29/24 10:18,"Mosok kudu mentrine diskresi, kentir iq sistem e underdevelop",negatif
1006,@GilangPutra-xu9hw,4/29/24 10:02,"Mau barang beli atau hadiah dri seseorang tetep ajh dpt bea cukai, kayak punya barang gw dri taiwan ke indo",negatif
1007,@sapatbagus3964,4/29/24 9:58,"Wah ..... Klu seperti ini Bea cukai perlu di resignkan secara bertahap m3ntalnya, skln pimpinannya diganti dibuang ke laut spy dimakan ikan hiu",negatif
1008,@user-yq5tr8qt9l,4/29/24 9:46,Emng cukai reseh orang orang nyah ituh,negatif
1009,@sumiatiaja7903,4/29/24 9:45,Semoga cpt hangus dan hancur tempatÂ² beacukai itu karena udah sangat merugikan dasar kere,negatif
1010,@hefyrusty,4/29/24 9:38,"Upin :""kan saye udeh kate, bea cukai adalah tempat duit haram yang dimakan oleh pegawainya. Jadi pantas bea cukai perutnye buncit banyak makan duit haram"". Ipin :""betul... betul... betul..."".",negatif
1011,@pocong3563,4/29/24 9:22,Indonesia ladang korupsi,negatif
1012,@andisantoso2966,4/29/24 8:56,yg pentg bayar dulu br di ambil... utamakan duit...,negatif
1013,@berbagiilmu3541,4/29/24 8:43,Ngak ada yang benar baik lembaga atau pejabat kalau dengan soal uang,negatif
1014,@MsAnanun,4/29/24 8:42,Iya hidup memang hanya ada dunia kok akhirat mah ga ada tenang kumpulin buat dunia aja terus ðŸ™‚,negatif
1015,@behappysmille342,4/29/24 8:35,pecat tuh oknum2 Bea Cukai gak becus bisanya rampok dengan alasan bla bla bla dan bla.. jangan hanya mengklarifikasi saja BU pecat tuh oknum Bea Cukainya,negatif
1016,@budianto1347,4/29/24 8:29,"Kalo kondom kena cukai juga gak ya,kondom buatan Indonesia sering jebol ðŸ˜‚ðŸ˜‚ðŸ˜‚",negatif
1017,@alipsunaryo,4/29/24 8:29,Nunggu viral baru diberesin Bahaya nih negri ini,negatif
1018,@jokoindro8134,4/29/24 8:26,"Rasain lu beli import melulu, kafokkkk",positif
1019,@fredisusantoindonesia,4/29/24 8:24,"Selesaikan oknum nakal. Di bea cukai, kepala bertanggung jawab atas perbuatan anggotanya, kecuali sudah sekongkol, lalai atau di sengaja rakyat tidak tau.",negatif
1020,@fredrick7643,4/29/24 8:20,tapi menurut gw memang harusnya sih barang hadiah juga harus ada surat keterangannya.. ya masa barang masuk terus ngga di periksa dokumennya? cuman ngomong aja gitu kalo itu hadiah? lagian itu urusan bisnis kan?,positif
1021,@quickcinema8031,4/29/24 8:26,"betul, jaman sekarang semua orang mencantumkan semua barangnya adalah hadiah untuk menghindari pajak.",positif
1022,@narendra9719,4/29/24 8:13,Hallo Ibu Sri Mulyani ðŸ–ï¸ ternyata pelayanan BC berubah saat ada Ibu Menteri aja ðŸ¤ªðŸ¤ª,negatif
1023,@paparapira,4/29/24 8:13,"itu baru mainansepatu,apa kabar dg barang2 orang lain nya yg nyangkut jg??mau nunggu viral lagi??",negatif
1024,@efraimariesandyea,4/29/24 8:13,"Saran untuk adanya loket konsultasi (bertanya, sanggahan bahkan dapat untuk edukasi dari pihak bea cukai kepada masyarakat awam); Kami kadang hanya terima nasib saja kalau dikenakan bea masuk 60%-70%-80% dari hargs barang karena berasa percuma untuk menyanggah atau sekedar bertanya. Berlindung dibelakang aturan yang masih punya ruang untuk interpretasi juga sering menjadi senjata (padahal mungkin tujuan aturan baik, tapi implementasi sangat buruk). Dan semoga tidak saling lempar antara Kementerian Perdagangan, Perindustrian dan Keuangan (Bea Cukai  Kantor Pos), karena bagi kami masyarakat, semuanya adalah pemerintah. Semoga ke depan lebih baik dan citra-nya tidak sangat buruk di mata masyarakat seperti saat ini ..",positif
1025,@quickcinema8031,4/29/24 8:24,"260 juta masyarakat Indonesia, kalau edukasi satu satu sulit bu, besar biayanya. Sedangkan negara ini butuh uang untuk menjalankan pemerintahan. Masing masing inisiatif lah cari sendiri di internet.",negatif
1026,@YonoYon-fk2mt,4/29/24 8:12,Seharusnya pemerintah membuat undang2 dilarang membeli produk luar negeri dan cintai produk lokal. Simpelkan... Agar tidak ada lagi bea cukai2an...,negatif
1027,@OstAnime-ec7pj,4/29/24 21:08,"Komoditas pangan indonesia banyak juga yg impor dari pihak swasta.. bea cukai penting, isi dalam bea cukai nya yg harus dibenahi",negatif
1028,@sunus6093,4/29/24 8:11,All Clear,netral
1029,@adrianblade7620,4/29/24 8:11,Dari kemaren bea cukai kita a-z tapi duitnya kmna yah upps,negatif
1030,@mobilkeren6619,4/29/24 8:10,DIOBOK-OBOK...AIRNYA DI OBOK-OBOK ðŸ˜‚ðŸ˜‚ðŸ˜‚. KUKIRA ORANG-ORANG DISANA PINTAR2 TERNYATA ***...ðŸ˜‚ðŸ˜‚,negatif
1031,@cregitindonesia,4/29/24 8:09,"Ada lagi? ðŸ˜‚ Keren ðŸ˜‚ plis pemerintah, bikin aturan di bandara juga, pengunjung di bandara dibolehin kamerain para petugas bea cukai saat proses pemeriksaan, soalnya di bandara tu paling banyak kasus bea cukai jd perampok ðŸ¤¦",negatif
1032,@fannyatmaningrum,4/29/24 8:09,"Kudu di rukiyah massal orang"" bea cukai",negatif
1033,@Halu769,4/29/24 8:03,Para bea cukai matinya perut besar kebanyakan makan duit riba,negatif
1034,@safeikredit5456,4/29/24 8:02,Mafia... Dinegaraku yg damai. ðŸ‡®ðŸ‡©Koruptor sdh kaya sembako.,negatif
1035,@MherikIstoni,4/29/24 8:02,Dimana KPK,netral
1036,@ramotrinaldihutapea5854,4/29/24 7:57,"Lain kali jgn mentri nya yg verifikasi, tpi penanggung jawab bea cukai tersebut. Agar menjadi pembelajaran terhadap org2 yg bekerja di bea cukai.",negatif
1037,@ilmanaprillio9405,4/29/24 7:57,Kerjaan lu ngawur bea cukai,negatif
1038,@4sw1n,4/29/24 7:54,Bea cukai suka mark up harga jual ngasal,negatif
1039,@ardastories2925,4/29/24 7:53,"Ini institusi paling najis,jangan sampai kerja disana,nyentuh2 mereka",negatif
1040,@mokhsidik7515,4/29/24 7:52,Ya kalau orang biasa jangan harap ..,negatif
1041,@realme348,4/29/24 7:52,Paket celana dalam wanita dari TKW yang bekerja di Hongkong juga pernah viralðŸ˜‚ðŸ¤£ðŸ¤£ðŸ¤£,negatif
1042,@ILoveYou-uj3vs,4/30/24 1:46,"Belinya harga warung, pas di Bea Cukai malah jd harga mall.",negatif
1043,@topastopaz6105,5/4/24 0:01,â€‹@@ILoveYou-uj3vs gila ðŸ˜‚,negatif
1044,@myhobby9136,5/5/24 14:35,Makan tuh sempak...ðŸ¤£ðŸ¤£ðŸ¤£,negatif
1045,@onefirst3805,4/29/24 7:50,Beahhhhh cuaaaakaiiiii,negatif
1046,@Zufaro52271,4/29/24 7:49,Pekerja bea Cukai nya kepingin dapat uang tambahan...,negatif
1047,@Zufaro52271,4/29/24 7:48,Tikus tikus tikus,negatif
1048,@dargekko5041,4/29/24 7:46,Namanya juga negara lagi jalan mundur.....terlihat dari kebijaksanaannya yg menghambat dan gila2an,negatif
1049,@roseela1191,4/29/24 7:40,Pengen import maine coon jadi was was,negatif
1050,@uranggirang,4/29/24 7:39,Bea cukai kumpulan para preman berkedok seragam,negatif
1051,@imronrosyadio.s3944,4/29/24 7:39,Bubariii aja dahðŸ˜‚ðŸ˜‚ Pejabat GJ,negatif
1052,@Singgih_Chan16,4/29/24 7:37,Banyak begal di situðŸ˜¢,negatif
1053,@philowww,4/29/24 7:33,Ngurusin duit segitu tapi 271T DILUPAKAN,negatif
1054,@kmbn75,4/29/24 7:33,"Wajarlah bro pemrintah lagi mau banngun IKN dan Makan gratis ya perlu uangn bnyk salah satunya ya naekin pajak,kmerin bnhk influencer ok ga ok gas jadi ga usah bnyk ngluh lah joged aja kalian",positif
1055,@Johntor8888,4/29/24 7:23,"berita dan pemahaman menteri (yang didapat dari anggota bea cukai) berlawanan. berita: Belum ada harga, tapi ditaksir sekitar US899 (oleh penerima ditaksir). MenKeu: Harga yang dinyatakan US$899 , tapi seharusnya US$1,899 (oleh bea cukai). Hayo yang mana bohong..... Kalau lihat berita di kompas : dinyakatakn harga keluar barangnya US$899. Berarti Pejabat bea cukai berbohong ke MenKeu...",negatif
1056,@guest6625,4/29/24 7:18,Maling di rekrut negara. di gaji rakyat. buat meras rakyat.,negatif
1057,@rivaldymaulana1454,4/30/24 4:44,bubarin aja bea cukai. kumpulan maling ko di gaji,negatif
1058,@rioambara1151,4/30/24 23:20,"Pengen dengar sri mulyani mengatakan bobroknya bea cukai sekarang.... Supaya terbayang di masyarakat bahwa bea cukai udah bikin meresahkan, dan pegawai bea cukai udah terasa ga ada harga diri di saat ini karena di jatuhkan oleh Sri Mulyani.... Dan akhirnya kita memandang dia seperti sampah masyarakat...",negatif
1059,@shiba12-zx1ot,5/1/24 8:31,salah siapa ? presiden ðŸ˜‚,netral
1060,@itsmeparker421,5/1/24 8:55,Ya seperti itu lahhhh,netral
1061,@jayawindra16gmailcom,5/1/24 10:11,"â€‹â€‹@@shiba12-zx1ot udah pejabatnya korup menterinya ikut-ikutan sama karyawan-karyawan pulak ,presiden bingung sendiri masyarakatnya SDM rendah   nggak mau ngalah lagi merasa paling benar. UdahlahðŸ—¿capek jalanin aja bang",negatif
1062,@wildcats_12,4/29/24 7:16,Gw demen nih .mampus dah lu pada yg di bandara tuh khususnya org bea cukai . Pada mati lu pinggiran duit haramnya org2 yg kaga pernah bersyukur ðŸ˜‚,negatif
1063,@1tuyul1tuyul-hs8rs,4/29/24 7:16,Kalu tidak viral manamungkin ada pejabat yang peduli,negatif
1064,@golfrelax9795,4/29/24 7:13,YESSS BSK2 SAYA BS BELI BARANG MEWAH 150JT TERUS BUAT INVOICE 5JT AJA JD BAYAR PAJAK KECIL. KL DITAHAN BUAT VIRAL DEH... YES.... YES..... HIDUP NETIJEN. JGN LUPA BANTU GW VIRALIN KL BC MINTA OAJAK BESAR2 YA,negatif
1065,@johanwahyudi7868,4/29/24 7:10,pajak bea masuk wajib mahal... agar kita tidak menjadi negra importir trusss,positif
1066,@VeraVeronica-fj3jm,4/29/24 7:10,"Gara2 Jokowi yang mimpin, bea cukai sekarang jadi sarang mafia.. Koruptor yang dilindungi hukum. Pendukung 02 pasti bangga karena mafia bakal terus jaya diteruskan Prabowo, Indonesia emas Cok makan tu",negatif
1067,@garrixnation4130,4/29/24 7:37,Percuma ganti presiden jga siapapun presidennya kalo menteri nya itu2 aja sma aja gaada hasilnya yg salah tuh dri menterinya bukan dari presidennya,negatif
1068,@iamludovic48,4/29/24 8:20,Menuju Indonesia (c)EMAS,netral
1069,@Luluskuy,5/6/24 0:23,"Kocag, terus lu malah berharap ke mentri pecatan gituh? Hellow?",netral
1070,@rorrysatria4996,4/29/24 7:06,Jadi apa solusi ya? Duit lagi lah,negatif
1071,@TomHikVin,4/29/24 7:04,Harus ribut dan viral kan coy,negatif
1072,@amoswang1473,4/29/24 7:04,Harus viral dulu.....tipikal wakanda,negatif
1073,@nusantarakita3914,4/29/24 23:10,Dan masyarakatnya masih betah dengan tipikal pemimpin seperti ini... ðŸ˜‚,netral
1074,@FigoElyasa,4/30/24 10:27,IndonesiakðŸ˜‚,netral
1075,@fathurmencarikesukaan2519,5/1/24 1:20,Jangan terlalu jujur ðŸ˜‚ðŸ˜‚ðŸ¤­,negatif
1076,@dimasahsanulhabibi6816,5/2/24 18:45,Indonesia Indonesia Indonesia. Loe aja hina hina nama negara sendiri. GX beda jauh sama koruptor. Tidak menghargai negara sendiri,negatif
1077,@fitrianurafiffah806,5/2/24 22:41,Bea cukai harus di rombak ulang semua karyawan ya biar tidak ada korupsi.pecat semua ganti baru,negatif
1078,@ard-80,4/29/24 6:56,"Sekitar 3 thn yg lalu sy pernah menerima paket dokumen dari relasi di luar negeri. Isinya cuma kertas, kertas, kertas dan kertas tanpa ada benda, tanpa ada gift apapun. Paket dokumen dikirim via pos tercatat dengan biaya sekitar 5 pounds (Sy yg bayar bea shippingnya, krn tdk mau membebani... bayarnya Sy kirim via Paypal). Eh ternyata sampai di Indonesia Sy kena pajak 100 rb. Padahal isinya cuma dokumen berlembar - lembar. Kenapa gak sekalian surat cinta dari luar negeri dibuka, dilihat isinya dan dikenakan pajak? Ada kasus viral, minta maaf   klarifikasi, ada inspeksi, cooling down, kembali spt biasa... Ada kasus viral, minta maaf   klarifikasi, ada inspeksi, cooling down, kembali spt biasa... Begitu terus siklusnya, mbulet terus tidak selesai2, tanpa ada penyelesaian yg pasti. PS : Sy 2 kali terima paket dokumen dari pihak yg sama, semua Sy yg bayar shippingnya dan ada bukti pembayaran pos via email. Paket dokumen yg satu tdk kena pajak. Tapi yg satu kena pajak 100 rb). Sama2 paket dokumen, sama2 Sy yg bayar shippingnya.. lalu apa bedanya? Sy edit ini krn tiap Sy mereply komen di bawah (quickcinema8031) yg sptnya staff BC maka komen Sy selalu di delete. Mungkin krn kalah argumen, spy tidak malu. Parah... parah... parah",negatif
1079,@quickcinema8031,4/29/24 8:20,"Berarti paket itu belum dibayar dari pengirim nya. Itu bukan pajak. Itu ongkir juga. Coba pelajari metode pembayaran dalam ekspor impor, ada banyak macamnya. Ada yang dibayar pengirim, ada yang penerima, ada yang setengah setengah.",negatif
1080,@ard-80,4/29/24 8:29,"@@quickcinema8031 Yg bayar shipping itu Sy, krn sy gak mau merepotkan. Dan ada keterangan bukti pembayaran via email... terus apa? Krn Sy 2 kali terima paket dokumen dari pihak yg sama. Satu tdk bayar pajak dan yg satu kena pajak 100 ribu. Sama2 Sy yg bayar shippingnya, lalu apa bedanya?",negatif
1081,@ard-80,4/29/24 8:35,"@@quickcinema8031 Yg bayar shippingnya itu Sy, krn Sy tdk mau membebani. Ada bukti pembayaran di pos via email. 2 kali Sy terima paket dokumen dari pihak yg sama, yg satu tidak kena pajak. Yg satu kena pajak 100 rb, lalu apa bedanya? Ini komentar reply Sy yg kedua. Kalau kalah argumen lalu main delete komentar, gitu ya?",negatif
1082,@ard-80,4/29/24 8:37,"komentar Sy utk quickcinema8031 di delete 2 kali. ini komen Sy ketiga. Krn kalah argumen, lalu di delete biar tdk malu... gitu ya? Parah... parah... parah",negatif
1083,@ard-80,4/29/24 8:40,Delete terus komen Sy.... krn kalah argumen. Parah... parah... parah...,negatif
1084,@Jon_Towor,4/29/24 6:54,Mulai terbuka tercium bau bangkainya,negatif
1085,@julvico6563,4/29/24 6:52,Pendukung 02 pasti bangga,negatif
1086,@Dom-re1db,4/29/24 6:51,"AYO KITA REVIEW BEA CUKAINYA, SIAPA TAU NEMU BOSS TIKUS DSTU.. ðŸ˜‚",negatif
1087,@mikeconroe3328,4/29/24 9:49,Lah sarang penyamun itu ðŸ˜‚,negatif
1088,@deswannice5272,4/29/24 6:50,Pecat aja petugas dan pimpinannya ibu,negatif
1089,@kasankurosaki3925,4/30/24 11:24,"Kalo main pecat mah mending bubarin aja BC, paling mau ganti pun tetep sama karena yg bobrok sistemnya",negatif
1090,@deswannice5272,4/30/24 12:07,@@kasankurosaki3925 setuju,negatif
1091,@FaisalMY172,4/29/24 6:50,diteriakin maling dulu baru senyam senyum,negatif
1092,@VMChannel588,4/29/24 6:49,"kalau gak viral, gak bakal ketahuan bobroknya ðŸ˜…ðŸ˜…",negatif
1093,@edieedie3407,4/29/24 6:46,Cerita lamaðŸ˜…,negatif
1094,@danieloktavianus1390,4/29/24 6:44,viral dulu.. harus begini terus ya,negatif
1095,@ariefp1093,4/29/24 6:42,waduh bang medy makin terkenal,netral
1096,@hrprmn1138,4/29/24 6:25,Bubarkan bea cukai... Lembaga paling merugikan masyarakat Indonesia,negatif
1097,@tecomecstar1200,4/29/24 6:25,"Kpk ?ðŸ˜‚ðŸ˜‚ðŸ˜‚ Percuma semua pejabat pemerintahan di Indonesia 100% koruptor. Koruptor di Indonesia kayak babi yang kelaparan. Kalau makan babi Haram, korupsi tidak haramðŸ˜‚ðŸ˜‚ðŸ˜‚",negatif
1098,@fabrianivan,4/29/24 6:19,Kecuali prototipe gak ada nilainya,negatif
1099,@fabrianivan,4/29/24 6:19,Hadiah tetap kena pajak dan beacukai loh. Aneh influencer gak tau,negatif
1100,@ilhamdarmawan5830,4/29/24 6:18,"Tahun 2021 kemaren paket figure gw juga ketahan sama bea cukai, beli online harga 8jt kota dus nya di bongkar terus part figurenya patah   hilang",negatif
1101,@VeraVeronica-fj3jm,4/29/24 7:15,Emang gak ada otak mafia2 di bea cukai,negatif
1102,@sajinkomamura3458,4/29/24 21:11,"Loh sama dong kayak bang medy kotaknya dibuka, dus bungkus part megatronnya sobek sobek, bahkan sampe kotaknya itu patah patah, trus kalau sudah begini buat apa kita bayar ke becuk kerjanya aja gak becus",negatif
1103,@ilhamdarmawan5830,4/30/24 2:25,"@@sajinkomamura3458 udah dari dulu mereka kyk gitu, gk ada pembenahan padahal kritikan udah banyak di sampaikan",negatif
1104,@ilhamdarmawan5830,4/30/24 8:39,"@@sajinkomamura3458 ya emang gitu dari dulu, kacau orang orangan bea cukai ini, tangan tangan pengutil emang",negatif
1105,@nyungsep867,4/29/24 6:16,"Sudah sesuai prosedur , ðŸ˜‚",positif
1106,@paulkaranata6601,4/29/24 5:59,Cek hartanya dong KPK itu kepala bea cukai,negatif
1107,@user-yq5tr8qt9l,4/29/24 9:46,Iya gua setujuh ituh,negatif
1108,@isalhuda1533,4/29/24 11:13,"Bukan hanya kepala yg di periksa hartanya , petinggi dan staff lainnya juga harus di periksa hartanya",negatif
1109,@Rhidayah,4/29/24 12:32,"Cek harta luhurd,, beserta prusahaan2 atas nama dia ato kolega2ny",negatif
1110,@user-yq5tr8qt9l,4/29/24 12:39,@@Rhidayah btul tuh ga maju maju indo klo pda rakus pejabat nyah,negatif
1111,@rxrz252,4/30/24 2:34,Cek barang2 mewah pejabat semua dari luar,negatif
1112,@affifnafsi,4/29/24 5:48,Ya begitulah bea cukai... Garangnya g berani ke pejabat Sepertinya orang bea cukai lulusan TK,negatif
1113,@laodehusein2549,4/29/24 5:46,Apakah tiap lembaga negara dituntut wajib untuk menghasilkan uang??,netral
1114,@arkhanalfatih9638,4/29/24 5:29,RampokðŸ˜‚,negatif
1115,@rivaneffendi3175,4/29/24 5:07,Bea cukai sarangnya para korupsi...,negatif
1116,@roeddysetiawan870,4/30/24 4:28,Betul sarang rampok institusi ini,negatif
1117,@dindaputris1927,4/29/24 4:47,Apa apa harus viral dulu yah wkwk,negatif
1118,@Safar-dq4vc,4/29/24 4:46,"Ø¥ÙÙ†Ù‘ÙŽ ØµÙŽØ§Ø­ÙØ¨ÙŽ Ø§Ù„Ù’Ù…ÙŽÙƒØ³Ù ÙÙÙŠÙ’ Ø§Ù„Ù†Ù‘ÙŽØ§Ø±Ù â€œSesungguhnya pelaku/pemungut pajak (termasuk bea cukai) (diadzab) di nerakaâ€ [HR Ahmad 4/109, Abu Dawud kitab Al-Imarah : 7]",negatif
1119,@akunmitra3,4/29/24 4:33,bea c*kimai,negatif
1120,@insideofcode,4/29/24 4:09,"gimana klo warga sipil biasa dan ga bisa viral, apakah akan di proses ? goblok",negatif
1121,@princeton3705,4/29/24 4:01,Bea cukai kok jd banyak kasus gini. Tolong di audit,negatif
1122,@yuzosako4941,4/29/24 6:38,Udah dri dulu kali tempat pungli,negatif
1123,@steventan7420,4/29/24 7:13,Coba tanya dasar harga DPP barang impor bea cukai dari mana ðŸ˜Š Disitulah banyak anu nya jahahahahaha,negatif
1124,@malakatan3235,4/30/24 9:54,Sudah puluhan tahunðŸ˜‚,negatif
1125,@ekadana1328,5/1/24 7:13,"Bukan jadi banyak, dari julu emg udh kek gini, cuman baru2 ini aj viral gegara di viralin, sebelumnya mah gk ada yg viralin, bahkan sebelum jaman2 yg bisa bikin viral apa lagiðŸ—¿.",negatif
1126,@Zeld426,4/29/24 3:47,Indonesia udah mulai miskin,negatif
1127,@muhammadfauzi175,4/29/24 3:34,"Lah mau di pake kerja, malah d rusak G ada tanggung jawab juga bea cukai nya",negatif
1128,@arjunagasari8041,4/29/24 3:24,dasar penjajah bangsa sendiri,negatif
1129,@jokosantoso4564,4/29/24 3:22,Memalukan,negatif
1130,@GodisgoodAllthetime86,4/29/24 3:05,"Beya tjuikai, bepepom, memangâ€¦â€¦. Akkh sudahlah",negatif
1131,@jeffryedward879,4/29/24 2:52,Bea cukai byk iblisnya ....bu sri are you okay ?????,negatif
1132,@andhikapratama6993,4/29/24 2:52,"nice bu sri, anda sangat cekatan sekali, ",negatif
1133,@wildrift3644,4/29/24 2:40,"Itu malingnya kelihatan kan?ternyata main mark up juga toh,akwkwk",negatif
1134,@hanawa4338,4/29/24 2:36,Ehem bpk KPK bisa di cek?,negatif
1135,@codenameeaglecooldown900,4/29/24 2:58,KPK masih sama firli bahuri,negatif
1136,@tecomecstar1200,4/29/24 6:24,"Kpk ?ðŸ˜‚ðŸ˜‚ðŸ˜‚ Percuma semua pejabat pemerintahan di Indonesia 100% koruptor. Koruptor di Indonesia kayak babi yang kelaparan. Kalau makan babi Haram, korupsi tidak haramðŸ˜‚ðŸ˜‚ðŸ˜‚",negatif
1137,@davidalvian4438,4/29/24 7:05,Kpk udah mati,negatif
1138,@fk_eun,4/29/24 7:24,Ketua KPK firli bahuri aja korupsi. KPk udah pro pemerintah. Ga bakalan adil,negatif
1139,@rvalensp,4/29/24 7:35,"ngapain di cek, orang masih 1 kaum yang sama",negatif
1140,@ariduan1463,4/29/24 2:32,Viral dulu gak sih Viral baru di tangani ðŸ¤£ðŸ¤£,negatif
1141,@minyaksayur,4/29/24 2:39,"yang di salahin kurir, di maki maki kenapa barang telat, giliran di kasih harga bea cukai yang dimarahin tetep kurir. mending viral biar marah nya ter arah ke sana.",negatif
1142,@user-tg2xc7le5c,4/29/24 2:30,"Aturan negara ini lama""  parah .lbh kejam dr zman voc",negatif
1143,@safeikredit5456,4/29/24 8:04,"Persis.. Bang. Setoran dari bawah keatas,.. Biar ngga digeser jabatannya.",negatif
1144,@ispbali4439,4/29/24 2:24,apakah memang seperti ini ya prosedurnya di negara ini ?? harus berusaha viral dulu baru dilayani dengan baik baik ??? apakah negara ini hanya di miliki oleh para influencer saja ???,negatif
1145,@quickcinema8031,4/29/24 2:39,"Sebenarnya justru negara ini terlalu peduli dengan yang viral. Biasanya pengetahuan influencer juga minim. Teriak kenceng dulu, kalau salah bisa minta maaf belakangan. Prosedur sudah dilakukan dengan baik, ada ribuan orang dilayani setiap hari, tapi influencer ini kayak merengek pengen spesial, jadinya kayak gini.",negatif
1146,@ispbali4439,4/29/24 2:42,"@@quickcinema8031 andai saja UU Perampasan aset sudah di sahkan , saya akan percaya dengan hal ini ... , semoga saja cepat disahkan ...",negatif
1147,@sahrulhdyt9513,4/29/24 4:07,â€‹@@quickcinema8031ðŸ˜‚ðŸ˜‚ðŸ˜‚ melaksanakan prosedur dengan baik KOK malah ngerusak barang orang lain????? Menjalankan prosedur dengan baik KOK banyak keluhan atas kasus yg sama????? Ini prosedurnya yg salah atau emang petugasnya yg asal - asalan dalam bekerja?????,negatif
1148,@quickcinema8031,4/29/24 6:01,"@@sahrulhdyt9513 iya, kalau ada barang terlarang di dalamnya, petugas berhak memecahkan/obrak abrik barang itu. Kalau di amerika lebih lagi, yang bawa barang langsung diborgol di tempat",negatif
1149,@sahrulhdyt9513,4/29/24 6:24,@@quickcinema8031 Lah itu mainan emang termasuk barang mencurigakan lagi pula ada yg namanya teknologi X Ray buat ngeliat isi tanpa harus ngebuka gak punya kah pihak bea cukai ????,negatif
1150,@haryantohartono3690,4/29/24 2:24,ðŸ˜¢ðŸ˜¢ðŸ˜¢,netral
1151,@user-wu5eb3ft7e,4/29/24 2:19,V.O.C ngulah lagi,negatif
1152,@mblngr,4/29/24 2:03,Action figure kok dibilang mainanðŸ¤£ sebegitu rendahnya kah pengetahuan presenter kuper ini awkakwka,negatif
1153,@mblngr,4/29/24 2:06,"Gak heran mayoritas sdm indo rendah , sekelas profesi presenter aja modelnya giniðŸ¤£",negatif
1154,@pakudin7245,4/29/24 2:08,"SDM rendah itu yang ngatain org lain Lagian juga gak salah di sebut mainan,lebih kyk mainan robot robotan",negatif
1155,@ANHARCIHUY,4/29/24 2:22,"action figure betul sih , mainan ? ahhaha",negatif
1156,@aloenk574,4/29/24 2:28,"Segitu rendahkah yg komen ðŸ˜‚ Action Figure jg termasuk mainan, peak.",negatif
1157,@Jhoentak15,4/29/24 2:40,Mainan is mainan,negatif
1158,@edwinolisa6102,4/29/24 1:58,Sebentar barang belum di rilis kok mereka udah ada patokan harga dari bea cukai??? Dari mana patokan harga tersebut? Barga barbar??,negatif
